File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\ipoints.h,operator+( ,6,5,5,1,1,1,0,1,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\ipoints.h,operator+=( ,4,4,4,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\ipoints.h,operator-( ,6,5,5,1,1,1,0,1,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\ipoints.h,operator-=( ,4,4,4,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\ipoints.h,operator%( ,2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\ipoints.h,operator *( ,2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\ipoints.h,operator *( ,6,5,5,1,1,1,0,1,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\ipoints.h,operator *( ,6,5,5,1,1,1,0,1,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\ipoints.h,operator*=( ,4,4,4,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\ipoints.h,FCOORD::rotate( ,6,5,5,0,1,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\ipoints.h,FCOORD::unrotate(const FCOORD& vec),2,2,2,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\nwmain.h,"parse_args( \ inT32 argc, \ char *argv[], \ char *arglist[] \ )",31,31,5,10,0,10,0,31,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\nwmain.h,run_main( \ CWinApp* theapp \ ),27,27,1,2,0,5,0,40,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\nwmain.h,"parse_args( \ inT32 argc, \ char *argv[], \ char *arglist[] \ )",31,31,5,10,0,10,0,31,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\paragraphs_internal.h,StrongModel(const ParagraphModel *model),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\publictypes.h,PTIsLineType(PolyBlockType type),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\publictypes.h,PTIsImageType(PolyBlockType type),3,3,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\publictypes.h,PTIsTextType(PolyBlockType type),5,5,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\rect.h,TBOX::TBOX( ,3,3,3,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\rect.h,TBOX::contains(const FCOORD pt) const,4,4,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\rect.h,TBOX::contains(const TBOX &box) const,2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\rect.h,TBOX::overlap( ,5,5,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\rect.h,TBOX::major_overlap( ,12,12,10,5,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\rect.h,TBOX::overlap_fraction(const TBOX &box) const,6,6,5,2,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\rect.h,TBOX::x_overlap(const TBOX &box) const,3,3,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\rect.h,TBOX::major_x_overlap(const TBOX &box) const,9,9,7,3,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\rect.h,TBOX::y_overlap(const TBOX &box) const,3,3,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\rect.h,TBOX::major_y_overlap(const TBOX &box) const,9,9,7,3,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\rect.h,TBOX::x_overlap_fraction(const TBOX& other) const,13,13,10,5,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\rect.h,TBOX::y_overlap_fraction(const TBOX& other) const,13,13,10,5,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\tesscallback.h,"NewTessCallback( const T1* obj, R (T2::*member)() const",3,3,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\tesscallback.h,"NewPermanentTessCallback( const T1* obj, R (T2::*member)() const",3,3,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\tesscallback.h,"NewTessCallback( T1* obj, R (T2::*member)() )",3,3,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\tesscallback.h,"NewPermanentTessCallback( T1* obj, R (T2::*member)() )",3,3,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\tesscallback.h,NewTessCallback(R (*function)()),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\tesscallback.h,NewPermanentTessCallback(R (*function)()),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\tesscallback.h,"NewTessCallback( const T1* obj, R (T2::*member)(A1) const",3,3,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\tesscallback.h,"NewPermanentTessCallback( const T1* obj, R (T2::*member)(A1) const",3,3,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\tesscallback.h,"NewTessCallback( T1* obj, R (T2::*member)(A1) )",3,3,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\tesscallback.h,"NewPermanentTessCallback( T1* obj, R (T2::*member)(A1) )",3,3,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\tesscallback.h,NewTessCallback(R (*function)(A1)),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\tesscallback.h,NewPermanentTessCallback(R (*function)(A1)),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\tesscallback.h,"NewTessCallback( const T1* obj, R (T2::*member)(A1,A2) const",3,3,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\tesscallback.h,"NewPermanentTessCallback( const T1* obj, R (T2::*member)(A1,A2) const",3,3,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\tesscallback.h,"NewTessCallback( T1* obj, R (T2::*member)(A1,A2) )",3,3,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\tesscallback.h,"NewPermanentTessCallback( T1* obj, R (T2::*member)(A1,A2) )",3,3,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\tesscallback.h,"NewTessCallback(R (*function)(A1,A2))",2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\tesscallback.h,"NewPermanentTessCallback(R (*function)(A1,A2))",2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\tesscallback.h,"NewTessCallback( const T1* obj, R (T2::*member)(A1,A2,A3) const",3,3,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\tesscallback.h,"NewPermanentTessCallback( const T1* obj, R (T2::*member)(A1,A2,A3) const",3,3,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\tesscallback.h,"NewTessCallback( T1* obj, R (T2::*member)(A1,A2,A3) )",3,3,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\tesscallback.h,"NewPermanentTessCallback( T1* obj, R (T2::*member)(A1,A2,A3) )",3,3,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\tesscallback.h,"NewTessCallback(R (*function)(A1,A2,A3))",2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\tesscallback.h,"NewPermanentTessCallback(R (*function)(A1,A2,A3))",2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\tesscallback.h,"NewTessCallback( T1* obj, R (T2::*member)(P1,A1,A2,A3) , typename Identity<P1>::type p1)",2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\tesscallback.h,"NewPermanentTessCallback( T1* obj, R (T2::*member)(P1,A1,A2,A3) , typename Identity<P1>::type p1)",2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\tesscallback.h,"NewTessCallback( T1* obj, R (T2::*member)(P1,A1,A2,A3) , typename Identity<P1>::type p1)",2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\tesscallback.h,"NewPermanentTessCallback( T1* obj, R (T2::*member)(P1,A1,A2,A3) , typename Identity<P1>::type p1)",2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\tesscallback.h,"NewTessCallback(R (*function)(P1,A1,A2,A3), typename Identity<P1>::type p1)",2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\tesscallback.h,"NewPermanentTessCallback(R (*function)(P1,A1,A2,A3), typename Identity<P1>::type p1)",2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\unicity_table.h,compare_cb_(0),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\unicity_table.h,UnicityTable<T>::~UnicityTable(),2,2,2,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\unicity_table.h,UnicityTable<T>::reserve(int size),2,2,2,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\unicity_table.h,UnicityTable<T>::get(int id) const,2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\unicity_table.h,UnicityTable<T>::get_mutable(int id),2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\unicity_table.h,UnicityTable<T>::contains_id(int id) const,2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\unicity_table.h,UnicityTable<T>::get_id(T object) const,2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\unicity_table.h,UnicityTable<T>::contains(T object) const,2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\unicity_table.h,UnicityTable<T>::push_back(T object),6,6,5,2,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\unicity_table.h,UnicityTable<T>::set_clear_callback(TessCallback1<T>* cb),2,2,2,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\unicity_table.h,"UnicityTable<T>::set_compare_callback(TessResultCallback2<bool, T const &, T const &>* cb)",3,3,3,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\unicity_table.h,UnicityTable<T>::clear(),2,2,2,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\unicity_table.h,"UnicityTable<T>::write( FILE* f, TessResultCallback2<bool, FILE*, T const &>* cb) const",2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\unicity_table.h,"UnicityTable<T>::read( FILE* f, TessResultCallback3<bool, FILE*, T*, bool>* cb, bool swap)",2,2,2,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\Tesseract\include\tesseract\unicity_table.h,UnicityTable<T>::move(UnicityTable<T>* from),2,2,2,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\ImageReaderSource.cpp,ImageReaderSource::convertPixel(char const* pixel_) const,14,10,8,3,0,0,4,25,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\ImageReaderSource.cpp,"ImageReaderSource::ImageReaderSource(ArrayRef<char> image_, int width, int height, int comps_)",1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\ImageReaderSource.cpp,ImageReaderSource::create(string const& filename),35,32,28,4,3,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\ImageReaderSource.cpp,"ImageReaderSource::getRow(int y, zxing::ArrayRef<char> row) const",9,9,7,3,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\ImageReaderSource.cpp,ImageReaderSource::getMatrix() const,12,12,10,3,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,jpgd_malloc(size_t nSize),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,jpgd_free(void *p),1,1,1,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,"idct(const jpgd_block_t* pSrc_ptr, uint8* pDst_ptr, int block_max_zag)",66,57,45,6,9,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,"idct_4x4(const jpgd_block_t* pSrc_ptr, uint8* pDst_ptr)",19,17,13,2,2,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,jpeg_decoder::get_char(),23,17,11,6,2,0,4,25,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,jpeg_decoder::get_char(bool *pPadding_flag),22,19,13,6,3,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,jpeg_decoder::stuff_char(uint8 q),3,3,3,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,jpeg_decoder::get_octet(),27,23,15,9,4,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,jpeg_decoder::get_bits(int num_bits),24,17,13,4,7,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,jpeg_decoder::get_bits_no_markers(int num_bits),33,26,18,5,7,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,jpeg_decoder::huff_decode(huff_tables *pH),20,15,11,2,3,0,2,19,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,"jpeg_decoder::huff_decode(huff_tables *pH, int& extra_bits)",45,37,25,4,6,0,2,16,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,jpeg_decoder::clamp(int i),5,4,3,2,1,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,jpeg_decoder::free_all_blocks(),9,9,7,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,jpeg_decoder::stop_decoding(jpgd_status status),4,4,4,0,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,"jpeg_decoder::alloc(size_t nSize, bool zero)",24,24,18,7,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,"jpeg_decoder::word_clear(void *p, uint16 c, uint n)",8,8,6,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,jpeg_decoder::prep_in_buffer(),21,14,11,2,5,0,2,45,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,jpeg_decoder::read_dht_marker(),57,39,27,10,18,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,jpeg_decoder::read_dqt_marker(),45,31,21,8,13,0,1,6,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,jpeg_decoder::read_sof_marker(),34,24,17,6,10,1,0,10,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,jpeg_decoder::skip_variable_marker(),15,11,8,2,4,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,jpeg_decoder::read_dri_marker(),5,4,3,1,1,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,jpeg_decoder::read_sos_marker(),51,38,28,8,13,1,0,6,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,jpeg_decoder::next_marker(),23,16,13,1,6,0,1,14,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,jpeg_decoder::process_markers(),73,67,25,9,3,2,3,35,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,jpeg_decoder::locate_soi_marker(),38,25,16,7,11,2,2,48,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,jpeg_decoder::locate_sof_marker(),26,24,14,4,2,3,0,10,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,jpeg_decoder::locate_sos_marker(),13,9,7,3,4,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,jpeg_decoder::init(jpeg_decoder_stream *pStream),99,75,74,1,22,0,2,8,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,jpeg_decoder::create_look_ups(),9,9,7,1,0,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,jpeg_decoder::fix_in_buffer(),16,11,9,2,4,0,1,12,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,jpeg_decoder::transform_mcu(int mcu_row),10,9,7,1,1,0,0,0,
C:\Users\rashi_000\Desktop\ISS FIT\Assembly - Frontend Assembly\FF1\FoodIntakeTracker\library\zxing\cpp\cli\src\jpgd.cpp,jpeg_decoder::transform_mcu_expand(int mcu_row),114,101,79,19,11,1,2,16,
